"alpha3","country","date","cases","new_cases","deaths","population","casesPer100k","deathsPer100k","Income group","Continent","Region"
"HND","Honduras",2020-06-15,9178,320,322,9905000,92.7,3.3,"Lower middle income","North America","Central America"
"HKG","Hong Kong",2020-06-15,1112,3,4,7497000,14.8,0.1,"High income","Asia","Eastern Asia"
"HUN","Hungary",2020-06-15,4076,7,563,9660000,42.2,5.8,"High income","Europe","Eastern Europe"
"ISL","Iceland",2020-06-15,1811,1,10,341000,531.1,2.9,"High income","Europe","Northern Europe"
"IND","India",2020-06-15,343091,10667,9900,1380004000,24.9,0.7,"Lower middle income","Asia","Southern Asia"
"IDN","Indonesia",2020-06-15,39294,1017,2198,273524000,14.4,0.8,"Lower middle income","Asia","South-eastern Asia"
"IRN","Iran (Islamic Republic of)",2020-06-15,189876,2449,8950,83993000,226.1,10.7,"Upper middle income","Asia","Southern Asia"
"IRQ","Iraq",2020-06-15,21315,1106,652,40223000,53,1.6,"Upper middle income","Asia","Western Asia"
"IRL","Ireland",2020-06-15,25321,18,1706,4938000,512.8,34.5,"High income","Europe","Northern Europe"
"ISR","Israel",2020-06-15,19237,182,302,8656000,222.2,3.5,"High income","Asia","Western Asia"
"ITA","Italy",2020-06-15,237290,301,34371,60462000,392.5,56.8,"High income","Europe","Southern Europe"
"JAM","Jamaica",2020-06-15,621,4,10,2961000,21,0.3,"Upper middle income","North America","Caribbean"
"JPN","Japan",2020-06-15,17439,70,929,126476000,13.8,0.7,"High income","Asia","Eastern Asia"
"JOR","Jordan",2020-06-15,979,18,9,10203000,9.6,0.1,"Upper middle income","Asia","Western Asia"
"KAZ","Kazakhstan",2020-06-15,15192,696,81,18777000,80.9,0.4,"Upper middle income","Asia","Central Asia"
"KEN","Kenya",2020-06-15,3727,133,104,53771000,6.9,0.2,"Lower middle income","Africa","Eastern Africa"
"XKX","Kosovo",2020-06-15,1486,49,33,1800000,82.6,1.8,"Upper middle income","Europe","Southern Europe"
"KWT","Kuwait",2020-06-15,36431,511,298,4271000,853,7,"High income","Asia","Western Asia"
"KGZ","Kyrgyzstan",2020-06-15,2472,187,28,6524000,37.9,0.4,"Lower middle income","Asia","Central Asia"
"LAO","Lao People's Democratic Republic",2020-06-15,19,0,0,7276000,0.3,0,"Lower middle income","Asia","South-eastern Asia"
"LVA","Latvia",2020-06-15,1097,0,28,1886000,58.2,1.5,"High income","Europe","Northern Europe"
"LBN","Lebanon",2020-06-15,1464,18,32,6825000,21.5,0.5,"Upper middle income","Asia","Western Asia"
"LSO","Lesotho",2020-06-15,4,0,0,2142000,0.2,0,"Lower middle income","Africa","Southern Africa"
"LBR","Liberia",2020-06-15,498,40,33,5058000,9.8,0.7,"Low income","Africa","Western Africa"
"LBY","Libya",2020-06-15,467,13,10,6871000,6.8,0.1,"Upper middle income","Africa","Northern Africa"
"LIE","Liechtenstein",2020-06-15,82,0,1,38000,215.8,2.6,"High income","Europe","Western Europe"
"LTU","Lithuania",2020-06-15,1773,5,76,2722000,65.1,2.8,"High income","Europe","Northern Europe"
"LUX","Luxembourg",2020-06-15,4072,2,110,626000,650.5,17.6,"High income","Europe","Western Europe"
"MAC","Macao",2020-06-15,45,0,0,649000,6.9,0,"High income","Asia","Eastern Asia"
"MDG","Madagascar",2020-06-15,1290,18,10,27691000,4.7,0,"Low income","Africa","Eastern Africa"
"CHN","Mainland China",2020-06-15,83221,40,4634,1439324000,5.8,0.3,"Upper middle income","Asia","Eastern Asia"
"MWI","Malawi",2020-06-15,555,8,6,19130000,2.9,0,"Low income","Africa","Eastern Africa"
"MYS","Malaysia",2020-06-15,8494,41,121,32366000,26.2,0.4,"Upper middle income","Asia","South-eastern Asia"
"MDV","Maldives",2020-06-15,2065,30,8,541000,381.7,1.5,"Upper middle income","Asia","Southern Asia"
"MLI","Mali",2020-06-15,1860,51,104,20251000,9.2,0.5,"Low income","Africa","Western Africa"
"MLT","Malta",2020-06-15,650,1,9,442000,147.1,2,"High income","Europe","Southern Europe"
"MRT","Mauritania",2020-06-15,1887,104,91,4650000,40.6,2,"Lower middle income","Africa","Western Africa"
"MUS","Mauritius",2020-06-15,337,0,10,1272000,26.5,0.8,"Upper middle income","Africa","Eastern Africa"
"MEX","Mexico",2020-06-15,150264,3427,17580,128933000,116.5,13.6,"Upper middle income","North America","Central America"
"MCO","Monaco",2020-06-15,99,0,4,39000,253.8,10.3,"High income","Europe","Western Europe"
"MNG","Mongolia",2020-06-15,197,0,0,3278000,6,0,"Lower middle income","Asia","Eastern Asia"
"MNE","Montenegro",2020-06-15,326,1,9,628000,51.9,1.4,"Upper middle income","Europe","Southern Europe"
"MAR","Morocco",2020-06-15,8885,92,212,36911000,24.1,0.6,"Lower middle income","Africa","Northern Africa"
"MOZ","Mozambique",2020-06-15,609,26,3,31255000,1.9,0,"Low income","Africa","Eastern Africa"
NA,"MS Zaandam",2020-06-15,9,0,2,NA,NA,NA,NA,NA,NA
"MMR","Myanmar",2020-06-15,262,1,6,54410000,0.5,0,"Lower middle income","Asia","South-eastern Asia"
"NAM","Namibia",2020-06-15,32,0,0,2541000,1.3,0,"Upper middle income","Africa","Southern Africa"
"NPL","Nepal",2020-06-15,6211,451,19,29137000,21.3,0.1,"Low income","Asia","Southern Asia"
"NLD","Netherlands",2020-06-15,49155,165,6084,17135000,286.9,35.5,"High income","Europe","Western Europe"
"NZL","New Zealand",2020-06-15,1506,2,22,4822000,31.2,0.5,"High income","Oceania","Australia and New Zealand"
"NIC","Nicaragua",2020-06-15,1464,0,55,6625000,22.1,0.8,"Lower middle income","North America","Central America"
"NER","Niger",2020-06-15,980,0,66,24207000,4,0.3,"Low income","Africa","Western Africa"
"NGA","Nigeria",2020-06-15,16658,573,424,206140000,8.1,0.2,"Lower middle income","Africa","Western Africa"
"MKD","North Macedonia",2020-06-15,4157,100,193,2083000,199.6,9.3,"Upper middle income","Europe","Southern Europe"
"NOR","Norway",2020-06-15,8647,16,242,5421000,159.5,4.5,"High income","Europe","Northern Europe"
"PSE","Occupied Palestinian Territory",2020-06-15,505,13,3,5101000,9.9,0.1,"Lower middle income","Asia","Western Asia"
"OMN","Oman",2020-06-15,24524,1043,108,5107000,480.2,2.1,"High income","Asia","Western Asia"
"PAK","Pakistan",2020-06-15,148921,4443,2839,220892000,67.4,1.3,"Lower middle income","Asia","Southern Asia"
"PAN","Panama",2020-06-15,21422,4,448,4315000,496.5,10.4,"High income","North America","Central America"
"PNG","Papua New Guinea",2020-06-15,8,0,0,8947000,0.1,0,"Lower middle income","Oceania","Melanesia"
"PRY","Paraguay",2020-06-15,1296,7,12,7133000,18.2,0.2,"Upper middle income","South America","South America"
"PER","Peru",2020-06-15,232992,3256,6860,32972000,706.6,20.8,"Upper middle income","South America","South America"
"PHL","Philippines",2020-06-15,26420,490,1098,109581000,24.1,1,"Lower middle income","Asia","South-eastern Asia"
"POL","Poland",2020-06-15,29788,396,1256,37847000,78.7,3.3,"High income","Europe","Eastern Europe"
"PRT","Portugal",2020-06-15,37036,346,1520,10197000,363.2,14.9,"High income","Europe","Southern Europe"
"QAT","Qatar",2020-06-15,80876,1274,76,2881000,2807.2,2.6,"High income","Asia","Western Asia"
"KOR","Republic of Korea",2020-06-15,12155,34,278,51269000,23.7,0.5,"High income","Asia","Eastern Asia"
"MDA","Republic of Moldova",2020-06-15,11879,139,411,4034000,294.5,10.2,"Lower middle income","Europe","Eastern Europe"
"COG","Republic of the Congo",2020-06-15,883,155,27,5518000,16,0.5,"Lower middle income","Africa","Middle Africa"
"ROU","Romania",2020-06-15,22165,166,1427,19238000,115.2,7.4,"Upper middle income","Europe","Eastern Europe"
"RUS","Russia",2020-06-15,536484,8217,7081,145934000,367.6,4.9,"Upper middle income","Europe","Eastern Europe"
"RWA","Rwanda",2020-06-15,612,30,2,12952000,4.7,0,"Low income","Africa","Eastern Africa"
"KNA","Saint Kitts and Nevis",2020-06-15,15,0,0,53000,28.3,0,"High income","North America","Caribbean"
"LCA","Saint Lucia",2020-06-15,19,0,0,184000,10.3,0,"Upper middle income","North America","Caribbean"
"VCT","Saint Vincent and the Grenadines",2020-06-15,27,0,0,111000,24.3,0,"Upper middle income","North America","Caribbean"
"SMR","San Marino",2020-06-15,694,0,42,34000,2041.2,123.5,"High income","Europe","Southern Europe"
"STP","Sao Tome and Principe",2020-06-15,662,1,12,219000,302.3,5.5,"Lower middle income","Africa","Middle Africa"
"SAU","Saudi Arabia",2020-06-15,132048,4507,1011,34814000,379.3,2.9,"High income","Asia","Western Asia"
"SEN","Senegal",2020-06-15,5173,83,64,16744000,30.9,0.4,"Lower middle income","Africa","Western Africa"
"SRB","Serbia",2020-06-15,12367,57,255,8737000,141.5,2.9,"Upper middle income","Europe","Southern Europe"
"SYC","Seychelles",2020-06-15,11,0,0,98000,11.2,0,"High income","Africa","Eastern Africa"
"SLE","Sierra Leone",2020-06-15,1176,7,51,7977000,14.7,0.6,"Low income","Africa","Western Africa"
"SGP","Singapore",2020-06-15,40818,214,26,5850000,697.7,0.4,"High income","Asia","South-eastern Asia"
"SVK","Slovakia",2020-06-15,1552,4,28,5460000,28.4,0.5,"High income","Europe","Eastern Europe"
"SVN","Slovenia",2020-06-15,1496,1,109,2079000,72,5.2,"High income","Europe","Southern Europe"
"SOM","Somalia",2020-06-15,2642,24,88,15893000,16.6,0.6,"Low income","Africa","Eastern Africa"
"ZAF","South Africa",2020-06-15,73533,3495,1568,59309000,124,2.6,"Upper middle income","Africa","Southern Africa"
"SSD","South Sudan",2020-06-15,1693,0,27,8260490,20.5,0.3,"Low income","Africa","Eastern Africa"
"ESP","Spain",2020-06-15,244109,181,27136,46755000,522.1,58,"High income","Europe","Southern Europe"
"LKA","Sri Lanka",2020-06-15,1905,16,11,21413000,8.9,0.1,"Upper middle income","Asia","Southern Asia"
"SDN","Sudan",2020-06-15,7435,215,468,43849000,17,1.1,"Lower middle income","Africa","Northern Africa"
"SUR","Suriname",2020-06-15,229,21,5,587000,39,0.9,"Upper middle income","South America","South America"
"SWE","Sweden",2020-06-15,52383,769,4891,10099000,518.7,48.4,"High income","Europe","Northern Europe"
"CHE","Switzerland",2020-06-15,31131,14,1939,8655000,359.7,22.4,"High income","Europe","Western Europe"
"SYR","Syrian Arab Republic",2020-06-15,177,0,6,17501000,1,0,"Low income","Asia","Western Asia"
"TWN","Taiwan",2020-06-15,445,2,7,23817000,1.9,0,"High income","Asia","Eastern Asia"
"TJK","Tajikistan",2020-06-15,5097,62,50,9538000,53.4,0.5,"Low income","Asia","Central Asia"
"THA","Thailand",2020-06-15,3135,0,58,69800000,4.5,0.1,"Upper middle income","Asia","South-eastern Asia"
"BHS","The Bahamas",2020-06-15,103,0,11,393000,26.2,2.8,"High income","North America","Caribbean"
"GMB","The Gambia",2020-06-15,30,2,1,2417000,1.2,0,"Low income","Africa","Western Africa"
"TLS","Timor-Leste",2020-06-15,24,0,0,1318000,1.8,0,"Lower middle income","Asia","South-eastern Asia"
"TGO","Togo",2020-06-15,531,1,13,8279000,6.4,0.2,"Low income","Africa","Western Africa"
"TTO","Trinidad and Tobago",2020-06-15,123,0,8,1399000,8.8,0.6,"High income","North America","Caribbean"
"TUN","Tunisia",2020-06-15,1110,14,49,11819000,9.4,0.4,"Lower middle income","Africa","Northern Africa"
"TUR","Turkey",2020-06-15,179831,1592,4825,84339000,213.2,5.7,"Upper middle income","Asia","Western Asia"
"UGA","Uganda",2020-06-15,705,9,0,45741000,1.5,0,"Low income","Africa","Eastern Africa"
"GBR","UK",2020-06-15,273888,1031,41923,67886000,403.5,61.8,"High income","Europe","Northern Europe"
"UKR","Ukraine",2020-06-15,32536,685,911,43734000,74.4,2.1,"Lower middle income","Europe","Eastern Europe"
"ARE","United Arab Emirates",2020-06-15,42636,342,291,9890000,431.1,2.9,"High income","Asia","Western Asia"
"TZA","United Republic of Tanzania",2020-06-15,509,0,21,59734000,0.9,0,"Low income","Africa","Eastern Africa"
"URY","Uruguay",2020-06-15,848,0,23,3474000,24.4,0.7,"High income","South America","South America"
"USA","USA",2020-06-15,2114026,19660,116773,331003000,638.7,35.3,"High income","North America","Northern America"
"UZB","Uzbekistan",2020-06-15,5263,183,19,33469000,15.7,0.1,"Lower middle income","Asia","Central Asia"
"VEN","Venezuela",2020-06-15,3062,84,26,28436000,10.8,0.1,"Upper middle income","South America","South America"
"VNM","Vietnam",2020-06-15,334,0,0,97339000,0.3,0,"Lower middle income","Asia","South-eastern Asia"
"ESH","Western Sahara",2020-06-15,9,0,1,597000,1.5,0.2,NA,"Africa","Northern Africa"
"YEM","Yemen",2020-06-15,844,116,208,29826000,2.8,0.7,"Low income","Asia","Western Asia"
"ZMB","Zambia",2020-06-15,1382,24,11,18384000,7.5,0.1,"Lower middle income","Africa","Eastern Africa"
"ZWE","Zimbabwe",2020-06-15,387,4,4,14863000,2.6,0,"Lower middle income","Africa","Eastern Africa"
"AFG","Afghanistan",2020-06-16,26310,783,491,38928000,67.6,1.3,"Low income","Asia","Southern Asia"
"ALB","Albania",2020-06-16,1672,82,37,2878000,58.1,1.3,"Upper middle income","Europe","Southern Europe"
"DZA","Algeria",2020-06-16,11147,116,788,43851000,25.4,1.8,"Upper middle income","Africa","Northern Africa"
"AND","Andorra",2020-06-16,854,1,52,77000,1109.1,67.5,"High income","Europe","Southern Europe"
"AGO","Angola",2020-06-16,148,6,6,32866000,0.5,0,"Lower middle income","Africa","Middle Africa"
"ATG","Antigua and Barbuda",2020-06-16,26,0,3,98000,26.5,3.1,"High income","North America","Caribbean"
"ARG","Argentina",2020-06-16,34159,1374,878,45196000,75.6,1.9,"Upper middle income","South America","South America"
"ARM","Armenia",2020-06-16,17489,425,293,2963000,590.2,9.9,"Upper middle income","Asia","Western Asia"
"AUS","Australia",2020-06-16,7370,23,102,25500000,28.9,0.4,"High income","Oceania","Australia and New Zealand"
"AUT","Austria",2020-06-16,17189,54,681,9006000,190.9,7.6,"High income","Europe","Western Europe"
"AZE","Azerbaijan",2020-06-16,10662,338,126,10139000,105.2,1.2,"Upper middle income","Asia","Western Asia"
"BHR","Bahrain",2020-06-16,19553,540,47,1702000,1148.8,2.8,"High income","Asia","Western Asia"
"BGD","Bangladesh",2020-06-16,94481,3862,1262,164689000,57.4,0.8,"Lower middle income","Asia","Southern Asia"
"BRB","Barbados",2020-06-16,97,0,7,287000,33.8,2.4,"High income","North America","Caribbean"
"BLR","Belarus",2020-06-16,55369,689,318,9449000,586,3.4,"Upper middle income","Europe","Eastern Europe"
"BEL","Belgium",2020-06-16,60155,55,9663,11590000,519,83.4,"High income","Europe","Western Europe"
"BLZ","Belize",2020-06-16,22,1,2,398000,5.5,0.5,"Upper middle income","North America","Central America"
"BEN","Benin",2020-06-16,532,49,9,12123000,4.4,0.1,"Low income","Africa","Western Africa"
"BTN","Bhutan",2020-06-16,67,0,0,772000,8.7,0,"Lower middle income","Asia","Southern Asia"
"BOL","Bolivia",2020-06-16,19883,810,659,11673000,170.3,5.6,"Lower middle income","South America","South America"
"BIH","Bosnia and Herzegovina",2020-06-16,3085,45,168,3281000,94,5.1,"Upper middle income","Europe","Southern Europe"
"BWA","Botswana",2020-06-16,60,0,1,2352000,2.6,0,"Upper middle income","Africa","Southern Africa"
"BRA","Brazil",2020-06-16,923189,34918,45241,212559000,434.3,21.3,"Upper middle income","South America","South America"
"BRN","Brunei",2020-06-16,141,0,3,437000,32.3,0.7,"High income","Asia","South-eastern Asia"
"BGR","Bulgaria",2020-06-16,3453,112,181,6948000,49.7,2.6,"Upper middle income","Europe","Eastern Europe"
"BFA","Burkina Faso",2020-06-16,895,1,53,20903000,4.3,0.3,"Low income","Africa","Western Africa"
"BDI","Burundi",2020-06-16,104,19,1,11891000,0.9,0,"Low income","Africa","Eastern Africa"
"KHM","Cambodia",2020-06-16,128,0,0,16719000,0.8,0,"Lower middle income","Asia","South-eastern Asia"
"CMR","Cameroon",2020-06-16,9864,0,276,26546000,37.2,1,"Lower middle income","Africa","Middle Africa"
"CAN","Canada",2020-06-16,101087,324,8271,37742000,267.8,21.9,"High income","North America","Northern America"
"CPV","Cape Verde",2020-06-16,781,21,7,556000,140.5,1.3,"Lower middle income","Africa","Western Africa"
"CAF","Central African Republic",2020-06-16,2410,188,14,4830000,49.9,0.3,"Low income","Africa","Middle Africa"
"TCD","Chad",2020-06-16,853,3,74,16426000,5.2,0.5,"Low income","Africa","Middle Africa"
"CHL","Chile",2020-06-16,184449,5013,3383,19116000,964.9,17.7,"High income","South America","South America"
"COL","Colombia",2020-06-16,54931,1868,1801,50883000,108,3.5,"Upper middle income","South America","South America"
"COM","Comoros",2020-06-16,197,21,3,870000,22.6,0.3,"Lower middle income","Africa","Eastern Africa"
"CRI","Costa Rica",2020-06-16,1796,52,12,5094000,35.3,0.2,"Upper middle income","North America","Central America"
"CIV","Cote d'Ivoire",2020-06-16,5679,240,46,26378000,21.5,0.2,"Lower middle income","Africa","Western Africa"
"HRV","Croatia",2020-06-16,2255,1,107,4105000,54.9,2.6,"High income","Europe","Southern Europe"
"CUB","Cuba",2020-06-16,2273,11,84,11327000,20.1,0.7,"Upper middle income","North America","Caribbean"
"CYP","Cyprus",2020-06-16,985,0,18,1207000,81.6,1.5,"High income","Asia","Western Asia"
"CZE","Czech Republic",2020-06-16,10111,47,331,10709000,94.4,3.1,"High income","Europe","Eastern Europe"
"COD","Democratic Republic of the Congo",2020-06-16,4974,137,112,89561000,5.6,0.1,"Low income","Africa","Middle Africa"
"DNK","Denmark",2020-06-16,12450,33,598,5792000,215,10.3,"High income","Europe","Northern Europe"
NA,"Diamond Princess Cruise Ship",2020-06-16,712,0,13,NA,NA,NA,NA,NA,NA
"DJI","Djibouti",2020-06-16,4539,38,43,988000,459.4,4.4,"Lower middle income","Africa","Eastern Africa"
"DMA","Dominica",2020-06-16,18,0,0,72000,25,0,"Upper middle income","North America","Caribbean"
"DOM","Dominican Republic",2020-06-16,23686,415,615,10848000,218.3,5.7,"Upper middle income","North America","Caribbean"
"ECU","Ecuador",2020-06-16,47943,621,3970,17643000,271.7,22.5,"Upper middle income","South America","South America"
"EGY","Egypt",2020-06-16,47856,1567,1766,102334000,46.8,1.7,"Lower middle income","Africa","Northern Africa"
"SLV","El Salvador",2020-06-16,3941,115,76,6486000,60.8,1.2,"Lower middle income","North America","Central America"
"GNQ","Equatorial Guinea",2020-06-16,1664,358,32,1403000,118.6,2.3,"Upper middle income","Africa","Middle Africa"
"ERI","Eritrea",2020-06-16,121,12,0,3546000,3.4,0,"Low income","Africa","Eastern Africa"
"EST","Estonia",2020-06-16,1975,1,69,1327000,148.8,5.2,"High income","Europe","Northern Europe"
"SWZ","Eswatini",2020-06-16,520,14,4,1160000,44.8,0.3,"Lower middle income","Africa","Southern Africa"
"ETH","Ethiopia",2020-06-16,3630,109,61,114964000,3.2,0.1,"Low income","Africa","Eastern Africa"
"FJI","Fiji",2020-06-16,18,0,0,896000,2,0,"Upper middle income","Oceania","Melanesia"
"FIN","Finland",2020-06-16,7112,4,326,5541000,128.4,5.9,"High income","Europe","Northern Europe"
"FRA","France",2020-06-16,194975,344,29550,65274000,298.7,45.3,"High income","Europe","Western Europe"
"GAB","Gabon",2020-06-16,4114,81,29,2226000,184.8,1.3,"Upper middle income","Africa","Middle Africa"
"GEO","Georgia",2020-06-16,879,0,14,3989000,22,0.4,"Upper middle income","Asia","Western Asia"
"DEU","Germany",2020-06-16,188252,570,8820,83784000,224.7,10.5,"High income","Europe","Western Europe"
"GHA","Ghana",2020-06-16,12193,229,58,31073000,39.2,0.2,"Lower middle income","Africa","Western Africa"
"GRC","Greece",2020-06-16,3148,14,185,10423000,30.2,1.8,"High income","Europe","Southern Europe"
"GRD","Grenada",2020-06-16,23,0,0,113000,20.4,0,"Upper middle income","North America","Caribbean"
"GTM","Guatemala",2020-06-16,10706,434,418,17916000,59.8,2.3,"Upper middle income","North America","Central America"
"GIN","Guinea",2020-06-16,4639,67,26,13133000,35.3,0.2,"Low income","Africa","Western Africa"
"GNB","Guinea Bissau",2020-06-16,1492,0,15,1968000,75.8,0.8,"Low income","Africa","Western Africa"
"GUY","Guyana",2020-06-16,171,12,12,787000,21.7,1.5,"Upper middle income","South America","South America"
"HTI","Haiti",2020-06-16,4547,106,80,11403000,39.9,0.7,"Low income","North America","Caribbean"
"VAT","Holy See (Vatican City)",2020-06-16,12,0,0,1000,1200,0,NA,"Europe","Southern Europe"
"HND","Honduras",2020-06-16,9656,478,330,9905000,97.5,3.3,"Lower middle income","North America","Central America"
"HKG","Hong Kong",2020-06-16,1112,0,4,7497000,14.8,0.1,"High income","Asia","Eastern Asia"
"HUN","Hungary",2020-06-16,4077,1,565,9660000,42.2,5.8,"High income","Europe","Eastern Europe"
"ISL","Iceland",2020-06-16,1812,1,10,341000,531.4,2.9,"High income","Europe","Northern Europe"
"IND","India",2020-06-16,354065,10974,11903,1380004000,25.7,0.9,"Lower middle income","Asia","Southern Asia"
"IDN","Indonesia",2020-06-16,40400,1106,2231,273524000,14.8,0.8,"Lower middle income","Asia","South-eastern Asia"
"IRN","Iran (Islamic Republic of)",2020-06-16,192439,2563,9065,83993000,229.1,10.8,"Upper middle income","Asia","Southern Asia"
"IRQ","Iraq",2020-06-16,22700,1385,712,40223000,56.4,1.8,"Upper middle income","Asia","Western Asia"
"IRL","Ireland",2020-06-16,25334,13,1709,4938000,513,34.6,"High income","Europe","Northern Europe"
"ISR","Israel",2020-06-16,19495,258,302,8656000,225.2,3.5,"High income","Asia","Western Asia"
"ITA","Italy",2020-06-16,237500,210,34405,60462000,392.8,56.9,"High income","Europe","Southern Europe"
"JAM","Jamaica",2020-06-16,621,0,10,2961000,21,0.3,"Upper middle income","North America","Caribbean"
"JPN","Japan",2020-06-16,17484,45,934,126476000,13.8,0.7,"High income","Asia","Eastern Asia"
"JOR","Jordan",2020-06-16,981,2,9,10203000,9.6,0.1,"Upper middle income","Asia","Western Asia"
"KAZ","Kazakhstan",2020-06-16,15542,350,88,18777000,82.8,0.5,"Upper middle income","Asia","Central Asia"
"KEN","Kenya",2020-06-16,3860,133,105,53771000,7.2,0.2,"Lower middle income","Africa","Eastern Africa"
"XKX","Kosovo",2020-06-16,1486,0,33,1800000,82.6,1.8,"Upper middle income","Europe","Southern Europe"
"KWT","Kuwait",2020-06-16,36958,527,303,4271000,865.3,7.1,"High income","Asia","Western Asia"
"KGZ","Kyrgyzstan",2020-06-16,2562,90,30,6524000,39.3,0.5,"Lower middle income","Asia","Central Asia"
"LAO","Lao People's Democratic Republic",2020-06-16,19,0,0,7276000,0.3,0,"Lower middle income","Asia","South-eastern Asia"
"LVA","Latvia",2020-06-16,1098,1,28,1886000,58.2,1.5,"High income","Europe","Northern Europe"
"LBN","Lebanon",2020-06-16,1473,9,32,6825000,21.6,0.5,"Upper middle income","Asia","Western Asia"
"LSO","Lesotho",2020-06-16,4,0,0,2142000,0.2,0,"Lower middle income","Africa","Southern Africa"
"LBR","Liberia",2020-06-16,509,11,33,5058000,10.1,0.7,"Low income","Africa","Western Africa"
"LBY","Libya",2020-06-16,484,17,10,6871000,7,0.1,"Upper middle income","Africa","Northern Africa"
"LIE","Liechtenstein",2020-06-16,82,0,1,38000,215.8,2.6,"High income","Europe","Western Europe"
"LTU","Lithuania",2020-06-16,1776,3,76,2722000,65.2,2.8,"High income","Europe","Northern Europe"
"LUX","Luxembourg",2020-06-16,4075,3,110,626000,651,17.6,"High income","Europe","Western Europe"
"MAC","Macao",2020-06-16,45,0,0,649000,6.9,0,"High income","Asia","Eastern Asia"
"MDG","Madagascar",2020-06-16,1317,27,12,27691000,4.8,0,"Low income","Africa","Eastern Africa"
"CHN","Mainland China",2020-06-16,83265,44,4634,1439324000,5.8,0.3,"Upper middle income","Asia","Eastern Asia"
"MWI","Malawi",2020-06-16,564,9,6,19130000,2.9,0,"Low income","Africa","Eastern Africa"
"MYS","Malaysia",2020-06-16,8505,11,121,32366000,26.3,0.4,"Upper middle income","Asia","South-eastern Asia"
"MDV","Maldives",2020-06-16,2094,29,8,541000,387.1,1.5,"Upper middle income","Asia","Southern Asia"
"MLI","Mali",2020-06-16,1885,25,104,20251000,9.3,0.5,"Low income","Africa","Western Africa"
"MLT","Malta",2020-06-16,656,6,9,442000,148.4,2,"High income","Europe","Southern Europe"
"MRT","Mauritania",2020-06-16,2057,170,93,4650000,44.2,2,"Lower middle income","Africa","Western Africa"
"MUS","Mauritius",2020-06-16,337,0,10,1272000,26.5,0.8,"Upper middle income","Africa","Eastern Africa"
"MEX","Mexico",2020-06-16,154863,4599,18310,128933000,120.1,14.2,"Upper middle income","North America","Central America"
"MCO","Monaco",2020-06-16,99,0,4,39000,253.8,10.3,"High income","Europe","Western Europe"
"MNG","Mongolia",2020-06-16,197,0,0,3278000,6,0,"Lower middle income","Asia","Eastern Asia"
"MNE","Montenegro",2020-06-16,326,0,9,628000,51.9,1.4,"Upper middle income","Europe","Southern Europe"
"MAR","Morocco",2020-06-16,8931,46,212,36911000,24.2,0.6,"Lower middle income","Africa","Northern Africa"
"MOZ","Mozambique",2020-06-16,638,29,4,31255000,2,0,"Low income","Africa","Eastern Africa"
NA,"MS Zaandam",2020-06-16,9,0,2,NA,NA,NA,NA,NA,NA
"MMR","Myanmar",2020-06-16,262,0,6,54410000,0.5,0,"Lower middle income","Asia","South-eastern Asia"
"NAM","Namibia",2020-06-16,34,2,0,2541000,1.3,0,"Upper middle income","Africa","Southern Africa"
"NPL","Nepal",2020-06-16,6591,380,19,29137000,22.6,0.1,"Low income","Asia","Southern Asia"
"NLD","Netherlands",2020-06-16,49295,140,6089,17135000,287.7,35.5,"High income","Europe","Western Europe"
"NZL","New Zealand",2020-06-16,1506,0,22,4822000,31.2,0.5,"High income","Oceania","Australia and New Zealand"
"NIC","Nicaragua",2020-06-16,1823,359,64,6625000,27.5,1,"Lower middle income","North America","Central America"
"NER","Niger",2020-06-16,1016,36,66,24207000,4.2,0.3,"Low income","Africa","Western Africa"
"NGA","Nigeria",2020-06-16,17148,490,455,206140000,8.3,0.2,"Lower middle income","Africa","Western Africa"
"MKD","North Macedonia",2020-06-16,4299,142,201,2083000,206.4,9.6,"Upper middle income","Europe","Southern Europe"
"NOR","Norway",2020-06-16,8660,13,242,5421000,159.7,4.5,"High income","Europe","Northern Europe"
"PSE","Occupied Palestinian Territory",2020-06-16,514,9,3,5101000,10.1,0.1,"Lower middle income","Asia","Western Asia"
"OMN","Oman",2020-06-16,25269,745,114,5107000,494.8,2.2,"High income","Asia","Western Asia"
"PAK","Pakistan",2020-06-16,154760,5839,2975,220892000,70.1,1.3,"Lower middle income","Asia","Southern Asia"
"PAN","Panama",2020-06-16,21962,540,457,4315000,509,10.6,"High income","North America","Central America"
"PNG","Papua New Guinea",2020-06-16,8,0,0,8947000,0.1,0,"Lower middle income","Oceania","Melanesia"
"PRY","Paraguay",2020-06-16,1303,7,13,7133000,18.3,0.2,"Upper middle income","South America","South America"
"PER","Peru",2020-06-16,237156,4164,7056,32972000,719.3,21.4,"Upper middle income","South America","South America"
"PHL","Philippines",2020-06-16,26781,361,1103,109581000,24.4,1,"Lower middle income","Asia","South-eastern Asia"
"POL","Poland",2020-06-16,30195,407,1272,37847000,79.8,3.4,"High income","Europe","Eastern Europe"
"PRT","Portugal",2020-06-16,37336,300,1522,10197000,366.1,14.9,"High income","Europe","Southern Europe"
"QAT","Qatar",2020-06-16,82077,1201,80,2881000,2848.9,2.8,"High income","Asia","Western Asia"
"KOR","Republic of Korea",2020-06-16,12198,43,279,51269000,23.8,0.5,"High income","Asia","Eastern Asia"
"MDA","Republic of Moldova",2020-06-16,12254,375,423,4034000,303.8,10.5,"Lower middle income","Europe","Eastern Europe"
